"HS_ID","ID","PF","LOG10K"
20,"27","2.445","-2.24"
20,"27","2.463","-2.28"
20,"27","2.48","-2.32"
20,"27","2.497","-2.35"
20,"27","2.511","-2.38"
20,"27","2.522","-2.46"
20,"3","1.892","-.55"
20,"3","1.964","-.86"
20,"3","2.037","-1.13"
20,"3","2.104","-1.33"
20,"3","2.161","-1.48"
20,"3","2.206","-1.59"
20,"3","2.245","-1.69"
20,"3","2.278","-1.79"
20,"3","2.309","-1.9"
20,"3","2.335","-2.02"
20,"3","2.36","-2.17"
20,"3","2.384","-2.29"
20,"3","2.407","-2.39"
20,"3","2.428","-2.46"
20,"3","2.449","-2.48"
20,"3","2.468","-2.52"
20,"3","2.486","-2.59"
20,"3","2.505","-2.66"
20,"3","2.525","-2.71"
20,"3","2.544","-2.75"
20,"3","2.562","-2.79"
20,"3","2.579","-2.83"
20,"3","2.595","-2.87"
20,"3","2.611","-2.91"
20,"3","2.627","-2.96"
20,"3","2.642","-3"
20,"3","2.658","-3.04"
20,"3","2.672","-3.08"
20,"3","2.686","-3.13"
20,"3","2.702","-3.18"
20,"3","2.717","-3.25"
20,"3","2.734","-3.31"
20,"3","2.749","-3.35"
20,"3","2.764","-3.39"
20,"3","2.781","-3.44"
20,"3","2.8","-3.49"
20,"3","2.819","-3.53"
20,"3","2.838","-3.57"
20,"3","2.857","-3.62"
20,"3","2.876","-3.66"
20,"3","2.895","-3.7"
20,"3","3.358","-4.71"
20,"73","1.863","-.34"
20,"73","3.334","-4.24"
20,"73","1.992","-.91"
20,"73","2.05","-1.13"
20,"73","2.098","-1.29"
20,"73","2.138","-1.42"
20,"73","2.174","-1.57"
20,"73","2.206","-1.72"
20,"73","2.237","-1.8"
20,"73","2.265","-1.87"
20,"73","2.292","-1.94"
20,"73","2.317","-2.01"
20,"73","2.341","-2.07"
20,"73","2.364","-2.13"
20,"73","2.387","-2.19"
20,"73","2.408","-2.25"
20,"73","2.429","-2.31"
20,"73","2.449","-2.36"
20,"73","2.469","-2.41"
20,"73","2.487","-2.45"
20,"73","2.505","-2.5"
20,"73","2.523","-2.54"
20,"73","2.54","-2.57"
20,"73","2.556","-2.6"
20,"73","2.573","-2.64"
20,"73","2.592","-2.71"
20,"73","2.61","-2.77"
20,"73","2.628","-2.82"
20,"73","2.645","-2.85"
20,"73","2.663","-2.9"
20,"73","2.682","-2.95"
20,"73","2.7","-2.99"
20,"73","2.718","-3.03"
20,"73","2.737","-3.07"
20,"73","2.756","-3.12"
20,"73","2.776","-3.16"
20,"73","2.796","-3.2"
20,"73","2.816","-3.24"
20,"73","2.836","-3.29"
20,"73","2.857","-3.33"
20,"73","2.879","-3.37"
20,"73","2.903","-3.42"
20,"73","1.928","-.65"
21,"31","1.648","-.42"
21,"31","3.591","-4.63"
21,"31","1.792","-.98"
21,"31","1.869","-1.18"
21,"31","1.947","-1.36"
21,"31","2.021","-1.5"
21,"31","2.086","-1.62"
21,"31","2.144","-1.72"
21,"31","2.196","-1.81"
21,"31","2.243","-1.89"
21,"31","2.285","-1.96"
21,"31","2.325","-2.04"
21,"31","2.361","-2.1"
21,"31","2.395","-2.17"
21,"31","2.426","-2.23"
21,"31","2.455","-2.29"
21,"31","2.479","-2.37"
21,"31","2.501","-2.45"
21,"31","2.526","-2.51"
21,"31","2.551","-2.54"
21,"31","2.577","-2.59"
21,"31","2.603","-2.76"
21,"31","2.628","-2.81"
21,"31","2.652","-2.85"
21,"31","2.678","-2.9"
21,"31","2.707","-2.94"
21,"31","2.735","-2.98"
21,"31","2.759","-3.02"
21,"31","2.782","-3.05"
21,"31","2.802","-3.09"
21,"31","2.822","-3.12"
21,"31","2.841","-3.16"
21,"31","2.86","-3.19"
21,"31","2.877","-3.22"
21,"31","2.893","-3.25"
21,"31","2.908","-3.28"
21,"31","2.924","-3.32"
21,"31","2.94","-3.35"
21,"31","2.957","-3.38"
21,"31","2.974","-3.41"
21,"31","2.991","-3.45"
21,"31","3.008","-3.48"
21,"31","3.025","-3.51"
21,"31","3.042","-3.54"
21,"31","1.717","-.72"
21,"61","2.43","-2.52"
21,"61","2.457","-2.57"
21,"61","2.483","-2.64"
21,"61","2.509","-2.72"
21,"61","2.535","-2.77"
21,"61","2.56","-2.82"
21,"61","2.584","-2.86"
21,"61","2.605","-2.9"
21,"61","2.626","-2.94"
21,"61","2.646","-2.98"
21,"61","3.639","-5.01"
21,"61","1.602","-.48"
21,"61","1.652","-.7"
21,"61","1.703","-.88"
21,"61","1.756","-1.05"
21,"61","1.811","-1.2"
21,"61","1.867","-1.34"
21,"61","1.922","-1.47"
21,"61","1.976","-1.59"
21,"61","2.029","-1.7"
21,"61","2.078","-1.79"
21,"61","2.124","-1.88"
21,"61","2.167","-1.97"
21,"61","2.207","-2.05"
21,"61","2.243","-2.14"
21,"61","2.278","-2.22"
21,"61","2.312","-2.3"
21,"61","2.344","-2.38"
21,"61","2.374","-2.44"
21,"61","2.403","-2.49"
21,"8","1.653","-.53"
21,"8","3.565","-4.58"
21,"8","1.772","-.96"
21,"8","1.839","-1.14"
21,"8","1.911","-1.32"
21,"8","1.984","-1.49"
21,"8","2.056","-1.62"
21,"8","2.126","-1.76"
21,"8","2.192","-1.89"
21,"8","2.254","-2.02"
21,"8","2.31","-2.14"
21,"8","2.362","-2.23"
21,"8","2.41","-2.37"
21,"8","2.453","-2.41"
21,"8","2.493","-2.52"
21,"8","2.531","-2.61"
21,"8","2.566","-2.69"
21,"8","2.6","-2.72"
21,"8","2.63","-2.81"
21,"8","2.66","-2.86"
21,"8","2.688","-2.91"
21,"8","2.716","-2.94"
21,"8","2.743","-3"
21,"8","2.77","-3.06"
21,"8","2.797","-3.1"
21,"8","2.822","-3.19"
21,"8","2.846","-3.18"
21,"8","2.869","-3.27"
21,"8","2.89","-3.3"
21,"8","2.911","-3.36"
21,"8","2.932","-3.35"
21,"8","2.953","-3.45"
21,"8","2.975","-3.48"
21,"8","2.997","-3.52"
21,"8","3.019","-3.56"
21,"8","3.044","-3.6"
21,"8","3.07","-3.65"
21,"8","1.71","-.73"
22,"102","2.344","-2.41"
22,"102","2.321","-2.34"
22,"102","2.39","-2.55"
22,"102","2.412","-2.61"
22,"102","2.434","-2.66"
22,"102","2.455","-2.71"
22,"102","2.475","-2.76"
22,"102","2.495","-2.8"
22,"102","2.515","-2.86"
22,"102","2.536","-2.92"
22,"102","2.556","-2.97"
22,"102","2.577","-3.02"
22,"102","2.6","-3.07"
22,"102","2.625","-3.12"
22,"102","2.65","-3.17"
22,"102","2.674","-3.22"
22,"102","2.698","-3.26"
22,"102","2.723","-3.31"
22,"102","2.748","-3.36"
22,"102","2.772","-3.41"
22,"102","2.796","-3.47"
22,"102","2.821","-3.51"
22,"102","2.845","-3.61"
22,"102","2.866","-3.71"
22,"102","2.886","-3.74"
22,"102","2.91","-3.78"
22,"102","2.933","-3.82"
22,"102","2.957","-3.86"
22,"102","2.981","-3.9"
22,"102","3.004","-3.95"
22,"102","3.411","-5.08"
22,"102","1.907","-.43"
22,"102","1.951","-.7"
22,"102","1.994","-.94"
22,"102","2.035","-1.15"
22,"102","2.072","-1.33"
22,"102","2.104","-1.48"
22,"102","2.134","-1.61"
22,"102","2.163","-1.73"
22,"102","2.189","-1.83"
22,"102","2.216","-1.95"
22,"102","2.242","-2.08"
22,"102","2.269","-2.18"
22,"102","2.296","-2.26"
22,"102","2.368","-2.48"
22,"32","2.587","-3.05"
22,"32","2.605","-3.1"
22,"32","2.623","-3.14"
22,"32","2.641","-3.18"
22,"32","2.658","-3.24"
22,"32","2.677","-3.27"
22,"32","2.697","-3.3"
22,"32","2.718","-3.34"
22,"32","2.738","-3.38"
22,"32","2.758","-3.41"
22,"32","2.779","-3.45"
22,"32","2.802","-3.49"
22,"32","2.825","-3.53"
22,"32","2.848","-3.57"
22,"32","2.871","-3.62"
22,"32","3.376","-4.57"
22,"32","1.878","-.42"
22,"32","1.922","-.73"
22,"32","1.963","-.98"
22,"32","1.999","-1.12"
22,"32","2.03","-1.24"
22,"32","2.057","-1.34"
22,"32","2.081","-1.42"
22,"32","2.104","-1.51"
22,"32","2.126","-1.59"
22,"32","2.148","-1.66"
22,"32","2.168","-1.74"
22,"32","2.188","-1.81"
22,"32","2.207","-1.89"
22,"32","2.226","-1.96"
22,"32","2.244","-2.03"
22,"32","2.262","-2.1"
22,"32","2.28","-2.19"
22,"32","2.3","-2.3"
22,"32","2.318","-2.37"
22,"32","2.336","-2.4"
22,"32","2.354","-2.45"
22,"32","2.372","-2.52"
22,"32","2.39","-2.58"
22,"32","2.408","-2.62"
22,"32","2.425","-2.67"
22,"32","2.443","-2.71"
22,"32","2.461","-2.76"
22,"32","2.478","-2.8"
22,"32","2.495","-2.84"
22,"32","2.513","-2.88"
22,"32","2.531","-2.92"
22,"32","2.551","-2.96"
22,"32","2.569","-3"
22,"8","1.865","-.41"
22,"8","3.545","-4.6"
22,"8","1.964","-.87"
22,"8","2.008","-1.01"
22,"8","2.044","-1.12"
22,"8","2.074","-1.22"
22,"8","2.101","-1.32"
22,"8","2.126","-1.4"
22,"8","2.149","-1.49"
22,"8","2.17","-1.57"
22,"8","2.191","-1.65"
22,"8","2.212","-1.73"
22,"8","2.231","-1.81"
22,"8","2.249","-1.88"
22,"8","2.265","-1.96"
22,"8","2.279","-2.09"
22,"8","2.293","-2.16"
22,"8","2.312","-2.21"
22,"8","2.334","-2.29"
22,"8","2.353","-2.41"
22,"8","2.372","-2.5"
22,"8","2.391","-2.55"
22,"8","2.409","-2.6"
22,"8","2.427","-2.65"
22,"8","2.444","-2.69"
22,"8","2.461","-2.73"
22,"8","2.478","-2.77"
22,"8","2.494","-2.81"
22,"8","2.511","-2.85"
22,"8","2.528","-2.89"
22,"8","2.544","-2.93"
22,"8","2.558","-2.97"
22,"8","2.575","-3"
22,"8","2.592","-3.04"
22,"8","2.608","-3.07"
22,"8","2.625","-3.1"
22,"8","2.641","-3.13"
22,"8","2.658","-3.17"
22,"8","2.675","-3.2"
22,"8","2.692","-3.23"
22,"8","2.709","-3.26"
22,"8","2.726","-3.29"
22,"8","2.743","-3.32"
22,"8","2.76","-3.35"
22,"8","2.776","-3.38"
22,"8","2.793","-3.41"
22,"8","2.81","-3.43"
22,"8","2.828","-3.46"
22,"8","2.847","-3.5"
22,"8","1.915","-.69"
23,"19","1.978","-.52"
23,"19","3.429","-4.77"
23,"19","2.056","-.95"
23,"19","2.099","-1.15"
23,"19","2.143","-1.36"
23,"19","2.188","-1.56"
23,"19","2.233","-1.74"
23,"19","2.275","-1.89"
23,"19","2.315","-2.02"
23,"19","2.352","-2.15"
23,"19","2.386","-2.27"
23,"19","2.417","-2.4"
23,"19","2.446","-2.5"
23,"19","2.476","-2.58"
23,"19","2.505","-2.65"
23,"19","2.534","-2.74"
23,"19","2.561","-2.82"
23,"19","2.589","-2.88"
23,"19","2.617","-2.94"
23,"19","2.644","-2.99"
23,"19","2.671","-3.04"
23,"19","2.695","-3.09"
23,"19","2.717","-3.13"
23,"19","2.74","-3.17"
23,"19","2.762","-3.21"
23,"19","2.783","-3.25"
23,"19","2.805","-3.29"
23,"19","2.826","-3.33"
23,"19","2.845","-3.38"
23,"19","2.862","-3.42"
23,"19","2.881","-3.48"
23,"19","2.9","-3.53"
23,"19","2.921","-3.57"
23,"19","2.94","-3.6"
23,"19","2.96","-3.63"
23,"19","2.016","-.74"
23,"61","2.932","-3.32"
23,"61","2.95","-3.35"
23,"61","2.968","-3.41"
23,"61","2.986","-3.46"
23,"61","3.006","-3.5"
23,"61","3.026","-3.55"
23,"61","3.045","-3.59"
23,"61","3.063","-3.62"
23,"61","3.082","-3.66"
23,"61","3.101","-3.7"
23,"61","3.516","-4.6"
23,"61","2.018","-.63"
23,"61","2.075","-.88"
23,"61","2.133","-1.13"
23,"61","2.191","-1.35"
23,"61","2.249","-1.57"
23,"61","2.304","-1.75"
23,"61","2.352","-1.9"
23,"61","2.394","-2.04"
23,"61","2.433","-2.19"
23,"61","2.469","-2.31"
23,"61","2.503","-2.42"
23,"61","2.534","-2.52"
23,"61","2.563","-2.59"
23,"61","2.591","-2.66"
23,"61","2.62","-2.72"
23,"61","2.649","-2.77"
23,"61","2.677","-2.82"
23,"61","2.702","-2.87"
23,"61","2.727","-2.92"
23,"61","2.75","-2.96"
23,"61","2.772","-3"
23,"61","2.795","-3.04"
23,"61","2.816","-3.08"
23,"61","2.838","-3.12"
23,"61","2.858","-3.15"
23,"61","2.876","-3.18"
23,"61","2.894","-3.24"
23,"61","2.913","-3.29"
23,"73","1.986","-.68"
23,"73","3.507","-4.72"
23,"73","2.073","-1.08"
23,"73","2.119","-1.28"
23,"73","2.168","-1.47"
23,"73","2.218","-1.66"
23,"73","2.272","-1.85"
23,"73","2.327","-2.03"
23,"73","2.382","-2.2"
23,"73","2.434","-2.35"
23,"73","2.482","-2.49"
23,"73","2.525","-2.64"
23,"73","2.564","-2.78"
23,"73","2.6","-2.85"
23,"73","2.635","-2.92"
23,"73","2.668","-3.01"
23,"73","2.701","-3.08"
23,"73","2.733","-3.14"
23,"73","2.764","-3.19"
23,"73","2.792","-3.24"
23,"73","2.82","-3.28"
23,"73","2.846","-3.31"
23,"73","2.871","-3.34"
23,"73","2.893","-3.39"
23,"73","2.914","-3.66"
23,"73","2.936","-3.63"
23,"73","2.953","-3.63"
23,"73","2.969","-3.63"
23,"73","2.991","-3.64"
23,"73","3.01","-3.65"
23,"73","2.029","-.89"
24,"141","2.191","-.68"
24,"141","3.576","-4.69"
24,"141","2.255","-.93"
24,"141","2.284","-1.05"
24,"141","2.311","-1.16"
24,"141","2.336","-1.3"
24,"141","2.363","-1.45"
24,"141","2.392","-1.62"
24,"141","2.424","-1.78"
24,"141","2.458","-1.92"
24,"141","2.493","-2.06"
24,"141","2.526","-2.19"
24,"141","2.557","-2.31"
24,"141","2.586","-2.4"
24,"141","2.614","-2.49"
24,"141","2.642","-2.6"
24,"141","2.668","-2.67"
24,"141","2.694","-2.74"
24,"141","2.719","-2.8"
24,"141","2.742","-2.86"
24,"141","2.766","-2.92"
24,"141","2.788","-2.99"
24,"141","2.809","-3.11"
24,"141","2.828","-3.23"
24,"141","2.847","-3.26"
24,"141","2.866","-3.27"
24,"141","2.885","-3.28"
24,"141","2.905","-3.29"
24,"141","2.923","-3.31"
24,"141","2.943","-3.33"
24,"141","2.965","-3.35"
24,"141","2.986","-3.38"
24,"141","3.005","-3.41"
24,"141","3.025","-3.45"
24,"141","3.048","-3.49"
24,"141","3.07","-3.53"
24,"141","3.093","-3.57"
24,"141","3.115","-3.62"
24,"141","2.224","-.81"
24,"20","2.098","-.34"
24,"20","3.538","-4.5"
24,"20","2.17","-.67"
24,"20","2.202","-.8"
24,"20","2.229","-.84"
24,"20","2.254","-.93"
24,"20","2.277","-1.02"
24,"20","2.297","-1.1"
24,"20","2.316","-1.21"
24,"20","2.335","-1.33"
24,"20","2.356","-1.47"
24,"20","2.378","-1.61"
24,"20","2.402","-1.75"
24,"20","2.429","-1.89"
24,"20","2.458","-2.01"
24,"20","2.486","-2.11"
24,"20","2.509","-2.21"
24,"20","2.532","-2.26"
24,"20","2.557","-2.24"
24,"20","2.585","-2.26"
24,"20","2.613","-2.36"
24,"20","2.64","-2.52"
24,"20","2.665","-2.6"
24,"20","2.689","-2.67"
24,"20","2.713","-2.73"
24,"20","2.735","-2.8"
24,"20","2.755","-2.86"
24,"20","2.774","-2.91"
24,"20","2.793","-2.97"
24,"20","2.811","-3.02"
24,"20","2.83","-3.07"
24,"20","2.847","-3.13"
24,"20","2.863","-3.2"
24,"20","2.878","-3.26"
24,"20","2.893","-3.32"
24,"20","2.91","-3.36"
24,"20","2.926","-3.4"
24,"20","2.943","-3.44"
24,"20","2.962","-3.48"
24,"20","2.98","-3.53"
24,"20","2.998","-3.57"
24,"20","3.014","-3.61"
24,"20","3.031","-3.65"
24,"20","3.048","-3.69"
24,"20","3.065","-3.74"
24,"20","3.081","-3.78"
24,"20","3.099","-3.82"
24,"20","2.134","-.47"
24,"46","2.671","-2.68"
24,"46","2.695","-2.74"
24,"46","2.717","-2.8"
24,"46","2.739","-2.85"
24,"46","2.76","-2.9"
24,"46","2.781","-2.95"
24,"46","2.801","-2.99"
24,"46","2.821","-3.03"
24,"46","2.84","-3.07"
24,"46","2.859","-3.1"
24,"46","2.877","-3.14"
24,"46","2.896","-3.2"
24,"46","2.914","-3.24"
24,"46","2.933","-3.26"
24,"46","2.951","-3.29"
24,"46","3.506","-4.5"
24,"46","2.142","-.35"
24,"46","2.187","-.7"
24,"46","2.231","-.93"
24,"46","2.27","-1.11"
24,"46","2.306","-1.29"
24,"46","2.341","-1.49"
24,"46","2.379","-1.7"
24,"46","2.417","-1.88"
24,"46","2.452","-2.01"
24,"46","2.484","-2.11"
24,"46","2.513","-2.2"
24,"46","2.541","-2.29"
24,"46","2.567","-2.4"
24,"46","2.593","-2.49"
24,"46","2.62","-2.56"
24,"46","2.646","-2.62"
25,"20","1.775","-.45"
25,"20","3.276","-4.48"
25,"20","1.863","-.82"
25,"20","1.903","-.98"
25,"20","1.937","-1.1"
25,"20","1.965","-1.19"
25,"20","1.989","-1.27"
25,"20","2.01","-1.35"
25,"20","2.031","-1.43"
25,"20","2.05","-1.51"
25,"20","2.067","-1.6"
25,"20","2.083","-1.7"
25,"20","2.099","-1.8"
25,"20","2.113","-1.92"
25,"20","2.127","-2.01"
25,"20","2.14","-2.07"
25,"20","2.152","-2.08"
25,"20","2.166","-2.09"
25,"20","2.184","-2.13"
25,"20","2.203","-2.18"
25,"20","2.221","-2.22"
25,"20","2.239","-2.26"
25,"20","2.258","-2.31"
25,"20","2.276","-2.35"
25,"20","2.295","-2.4"
25,"20","2.314","-2.44"
25,"20","2.332","-2.49"
25,"20","2.349","-2.54"
25,"20","2.367","-2.59"
25,"20","2.385","-2.64"
25,"20","2.402","-2.67"
25,"20","2.419","-2.71"
25,"20","2.437","-2.78"
25,"20","2.455","-2.83"
25,"20","2.474","-2.87"
25,"20","2.493","-2.91"
25,"20","2.511","-2.95"
25,"20","2.529","-2.99"
25,"20","2.548","-3.02"
25,"20","2.566","-3.06"
25,"20","2.584","-3.09"
25,"20","2.602","-3.12"
25,"20","2.621","-3.18"
25,"20","2.643","-3.24"
25,"20","2.667","-3.28"
25,"20","2.693","-3.34"
25,"20","2.723","-3.4"
25,"20","2.754","-3.46"
25,"20","2.786","-3.53"
25,"20","1.819","-.64"
25,"28","2.174","-2.23"
25,"28","2.194","-2.3"
25,"28","2.214","-2.36"
25,"28","2.235","-2.42"
25,"28","2.255","-2.48"
25,"28","2.276","-2.53"
25,"28","2.296","-2.59"
25,"28","2.315","-2.64"
25,"28","2.333","-2.69"
25,"28","2.352","-2.75"
25,"28","2.372","-2.84"
25,"28","2.394","-2.92"
25,"28","2.416","-2.98"
25,"28","2.437","-3.02"
25,"28","2.458","-3.03"
25,"28","2.476","-3.07"
25,"28","2.495","-3.13"
25,"28","2.517","-3.18"
25,"28","2.538","-3.23"
25,"28","2.56","-3.28"
25,"28","2.584","-3.33"
25,"28","2.609","-3.39"
25,"28","2.63","-3.45"
25,"28","2.65","-3.51"
25,"28","2.672","-3.56"
25,"28","2.694","-3.59"
25,"28","2.717","-3.62"
25,"28","2.743","-3.67"
25,"28","2.771","-3.73"
25,"28","2.799","-3.79"
25,"28","2.822","-3.85"
25,"28","2.846","-3.91"
25,"28","2.878","-3.98"
25,"28","3.311","-4.87"
25,"28","1.75","-.64"
25,"28","1.808","-.98"
25,"28","1.861","-1.18"
25,"28","1.904","-1.33"
25,"28","1.938","-1.44"
25,"28","1.968","-1.54"
25,"28","1.995","-1.63"
25,"28","2.02","-1.72"
25,"28","2.044","-1.8"
25,"28","2.067","-1.88"
25,"28","2.09","-1.96"
25,"28","2.112","-2.03"
25,"28","2.133","-2.11"
25,"28","2.154","-2.17"
25,"73","2.332","-2.87"
25,"73","2.316","-2.83"
25,"73","2.367","-2.94"
25,"73","2.384","-2.98"
25,"73","2.399","-3.01"
25,"73","2.415","-3.04"
25,"73","2.43","-3.08"
25,"73","2.447","-3.11"
25,"73","2.462","-3.15"
25,"73","2.477","-3.18"
25,"73","2.492","-3.21"
25,"73","2.508","-3.24"
25,"73","2.524","-3.28"
25,"73","2.54","-3.31"
25,"73","2.556","-3.34"
25,"73","2.573","-3.37"
25,"73","2.589","-3.4"
25,"73","2.605","-3.43"
25,"73","2.618","-3.45"
25,"73","2.63","-3.47"
25,"73","2.643","-3.49"
25,"73","3.631","-4.46"
25,"73","1.713","-.53"
25,"73","1.761","-.79"
25,"73","1.805","-.96"
25,"73","1.842","-1.09"
25,"73","1.875","-1.21"
25,"73","1.903","-1.31"
25,"73","1.927","-1.41"
25,"73","1.949","-1.49"
25,"73","1.969","-1.57"
25,"73","1.988","-1.65"
25,"73","2.008","-1.73"
25,"73","2.026","-1.81"
25,"73","2.043","-1.92"
25,"73","2.058","-2.01"
25,"73","2.074","-2.04"
25,"73","2.09","-2.09"
25,"73","2.107","-2.16"
25,"73","2.124","-2.23"
25,"73","2.142","-2.29"
25,"73","2.16","-2.34"
25,"73","2.178","-2.39"
25,"73","2.194","-2.44"
25,"73","2.21","-2.49"
25,"73","2.225","-2.53"
25,"73","2.242","-2.58"
25,"73","2.258","-2.62"
25,"73","2.273","-2.66"
25,"73","2.286","-2.72"
25,"73","2.3","-2.78"
25,"73","2.349","-2.9"
26,"28","1.982","-.56"
26,"28","3.456","-4.57"
26,"28","2.072","-.93"
26,"28","2.119","-1.13"
26,"28","2.167","-1.32"
26,"28","2.212","-1.47"
26,"28","2.253","-1.6"
26,"28","2.288","-1.71"
26,"28","2.319","-1.81"
26,"28","2.347","-1.91"
26,"28","2.372","-2.02"
26,"28","2.393","-2.13"
26,"28","2.413","-2.21"
26,"28","2.433","-2.27"
26,"28","2.453","-2.35"
26,"28","2.471","-2.44"
26,"28","2.49","-2.5"
26,"28","2.509","-2.55"
26,"28","2.528","-2.6"
26,"28","2.546","-2.65"
26,"28","2.563","-2.7"
26,"28","2.58","-2.75"
26,"28","2.597","-2.79"
26,"28","2.614","-2.84"
26,"28","2.632","-2.88"
26,"28","2.649","-2.93"
26,"28","2.664","-2.98"
26,"28","2.68","-3.04"
26,"28","2.697","-3.1"
26,"28","2.714","-3.14"
26,"28","2.732","-3.18"
26,"28","2.751","-3.22"
26,"28","2.77","-3.26"
26,"28","2.789","-3.29"
26,"28","2.807","-3.33"
26,"28","2.824","-3.37"
26,"28","2.843","-3.41"
26,"28","2.861","-3.45"
26,"28","2.88","-3.49"
26,"28","2.899","-3.53"
26,"28","2.919","-3.57"
26,"28","2.94","-3.61"
26,"28","2.961","-3.65"
26,"28","2.982","-3.69"
26,"28","3.003","-3.74"
26,"28","2.027","-.74"
26,"54","2.567","-2.61"
26,"54","2.583","-2.68"
26,"54","2.603","-2.74"
26,"54","2.624","-2.81"
26,"54","2.642","-2.88"
26,"54","2.659","-2.94"
26,"54","2.676","-2.99"
26,"54","2.692","-3.03"
26,"54","2.707","-3.07"
26,"54","2.722","-3.11"
26,"54","2.737","-3.14"
26,"54","2.752","-3.16"
26,"54","2.767","-3.17"
26,"54","2.781","-3.18"
26,"54","2.794","-3.18"
26,"54","2.803","-3.18"
26,"54","2.812","-3.18"
26,"54","2.825","-3.2"
26,"54","2.84","-3.21"
26,"54","2.857","-3.31"
26,"54","2.879","-3.38"
26,"54","2.903","-3.43"
26,"54","2.925","-3.48"
26,"54","2.946","-3.54"
26,"54","2.968","-3.59"
26,"54","2.988","-3.64"
26,"54","3.009","-3.69"
26,"54","3.029","-3.73"
26,"54","3.049","-3.77"
26,"54","3.063","-3.82"
26,"54","3.475","-4.62"
26,"54","1.953","-.18"
26,"54","2.021","-.65"
26,"54","2.093","-1.05"
26,"54","2.164","-1.28"
26,"54","2.225","-1.44"
26,"54","2.275","-1.57"
26,"54","2.316","-1.68"
26,"54","2.35","-1.77"
26,"54","2.38","-1.86"
26,"54","2.407","-1.94"
26,"54","2.431","-2.02"
26,"54","2.453","-2.09"
26,"54","2.473","-2.16"
26,"54","2.493","-2.23"
26,"54","2.511","-2.3"
26,"54","2.527","-2.36"
26,"54","2.541","-2.42"
26,"54","2.553","-2.5"
27,"23","1.989","-.45"
27,"23","3.35","-4.49"
27,"23","2.078","-.82"
27,"23","2.125","-1.08"
27,"23","2.169","-1.22"
27,"23","2.209","-1.36"
27,"23","2.244","-1.46"
27,"23","2.273","-1.54"
27,"23","2.296","-1.61"
27,"23","2.316","-1.67"
27,"23","2.334","-1.73"
27,"23","2.349","-1.79"
27,"23","2.364","-1.84"
27,"23","2.377","-1.9"
27,"23","2.391","-1.95"
27,"23","2.404","-2.01"
27,"23","2.415","-2.09"
27,"23","2.426","-2.17"
27,"23","2.437","-2.21"
27,"23","2.448","-2.24"
27,"23","2.459","-2.28"
27,"23","2.47","-2.33"
27,"23","2.481","-2.38"
27,"23","2.493","-2.41"
27,"23","2.505","-2.45"
27,"23","2.517","-2.48"
27,"23","2.529","-2.52"
27,"23","2.54","-2.55"
27,"23","2.552","-2.59"
27,"23","2.563","-2.62"
27,"23","2.576","-2.66"
27,"23","2.589","-2.7"
27,"23","2.601","-2.74"
27,"23","2.613","-2.78"
27,"23","2.626","-2.84"
27,"23","2.64","-2.9"
27,"23","2.656","-2.95"
27,"23","2.672","-2.99"
27,"23","2.689","-3.04"
27,"23","2.708","-3.09"
27,"23","2.727","-3.13"
27,"23","2.746","-3.18"
27,"23","2.766","-3.24"
27,"23","2.785","-3.28"
27,"23","2.807","-3.34"
27,"23","2.835","-3.41"
27,"23","2.032","-.6"
27,"96","2.482","-2.08"
27,"96","2.493","-2.11"
27,"96","2.504","-2.14"
27,"96","2.512","-2.16"
27,"96","2.52","-2.21"
27,"96","2.53","-2.28"
27,"96","2.541","-2.34"
27,"96","2.555","-2.39"
27,"96","2.571","-2.45"
27,"96","2.585","-2.51"
27,"96","2.598","-2.57"
27,"96","2.612","-2.63"
27,"96","2.625","-2.68"
27,"96","2.639","-2.73"
27,"96","2.652","-2.77"
27,"96","2.667","-2.81"
27,"96","2.681","-2.85"
27,"96","2.695","-2.88"
27,"96","2.711","-2.91"
27,"96","2.726","-2.93"
27,"96","2.742","-2.95"
27,"96","2.757","-2.96"
27,"96","2.772","-2.98"
27,"96","2.791","-3.03"
27,"96","2.815","-3.09"
27,"96","2.843","-3.17"
27,"96","2.875","-3.32"
27,"96","2.913","-3.42"
27,"96","2.953","-3.52"
27,"96","3.372","-4.45"
27,"96","2.029","-.36"
27,"96","2.08","-.57"
27,"96","2.135","-.78"
27,"96","2.191","-.95"
27,"96","2.242","-1.3"
27,"96","2.281","-1.43"
27,"96","2.313","-1.5"
27,"96","2.339","-1.56"
27,"96","2.36","-1.62"
27,"96","2.378","-1.68"
27,"96","2.394","-1.74"
27,"96","2.408","-1.79"
27,"96","2.422","-1.85"
27,"96","2.435","-1.9"
27,"96","2.447","-1.95"
27,"96","2.459","-2"
27,"96","2.471","-2.04"
28,"28","2.878","-3.55"
28,"28","2.905","-3.62"
28,"28","2.932","-3.68"
28,"28","3.472","-4.86"
28,"28","2","-.71"
28,"28","2.066","-1.03"
28,"28","2.135","-1.32"
28,"28","2.202","-1.57"
28,"28","2.263","-1.76"
28,"28","2.316","-1.9"
28,"28","2.362","-2.02"
28,"28","2.405","-2.13"
28,"28","2.444","-2.23"
28,"28","2.481","-2.33"
28,"28","2.515","-2.42"
28,"28","2.549","-2.52"
28,"28","2.58","-2.62"
28,"28","2.61","-2.72"
28,"28","2.637","-2.84"
28,"28","2.665","-2.96"
28,"28","2.692","-3.08"
28,"28","2.72","-3.19"
28,"28","2.749","-3.28"
28,"28","2.777","-3.36"
28,"28","2.804","-3.42"
